cell_ontology_class,platform,tissue,leiden_r1_0,n_cells
mast cell,droplet,Limb_Muscle,18,0
mast cell,droplet,Limb_Muscle,19,0
mast cell,droplet,Limb_Muscle,20,0
mast cell,droplet,Limb_Muscle,21,0
mast cell,droplet,Limb_Muscle,25,0
mast cell,droplet,Limb_Muscle,28,0
mast cell,droplet,Limb_Muscle,32,0
mast cell,droplet,Limb_Muscle,33,0
mast cell,droplet,Limb_Muscle,36,0
mast cell,droplet,Limb_Muscle,38,0
mast cell,droplet,Limb_Muscle,39,0
mast cell,droplet,Limb_Muscle,42,0
mast cell,droplet,Limb_Muscle,44,0
mast cell,droplet,Limb_Muscle,49,0
mast cell,droplet,Limb_Muscle,50,0
mast cell,droplet,Limb_Muscle,53,0
mast cell,droplet,Limb_Muscle,56,0
mast cell,droplet,Lung,0,0
mast cell,droplet,Lung,3,0
mast cell,droplet,Lung,4,0
mast cell,droplet,Lung,8,0
mast cell,droplet,Lung,9,0
mast cell,droplet,Lung,12,0
mast cell,droplet,Lung,13,0
mast cell,droplet,Lung,15,0
mast cell,droplet,Lung,18,0
mast cell,droplet,Lung,19,0
mast cell,droplet,Lung,20,0
mast cell,droplet,Lung,21,0
mast cell,droplet,Lung,25,0
mast cell,droplet,Lung,28,0
mast cell,droplet,Lung,32,0
mast cell,droplet,Lung,33,0
mast cell,droplet,Lung,36,0
mast cell,droplet,Lung,38,0
mast cell,droplet,Lung,39,0
mast cell,droplet,Lung,42,0
mast cell,droplet,Lung,44,0
mast cell,droplet,Lung,49,0
mast cell,droplet,Lung,50,2
mast cell,droplet,Lung,53,22
mast cell,droplet,Lung,56,0
mast cell,droplet,Mammary_Gland,0,0
mast cell,droplet,Mammary_Gland,3,0
mast cell,droplet,Mammary_Gland,4,0
mast cell,droplet,Mammary_Gland,8,0
mast cell,droplet,Mammary_Gland,9,0
mast cell,droplet,Mammary_Gland,12,0
mast cell,droplet,Mammary_Gland,13,0
mast cell,droplet,Mammary_Gland,15,0
mast cell,droplet,Mammary_Gland,18,0
mast cell,droplet,Mammary_Gland,19,0
mast cell,droplet,Mammary_Gland,20,0
mast cell,droplet,Mammary_Gland,21,0
mast cell,droplet,Mammary_Gland,25,0
mast cell,droplet,Mammary_Gland,28,0
mast cell,droplet,Mammary_Gland,32,0
mast cell,droplet,Mammary_Gland,33,0
mast cell,droplet,Mammary_Gland,36,0
mast cell,droplet,Mammary_Gland,38,0
mast cell,droplet,Mammary_Gland,39,0
mast cell,droplet,Mammary_Gland,42,0
mast cell,droplet,Mammary_Gland,44,0
mast cell,droplet,Mammary_Gland,49,0
mast cell,droplet,Mammary_Gland,50,0
mast cell,droplet,Mammary_Gland,53,0
mast cell,droplet,Mammary_Gland,56,0
mast cell,droplet,Marrow,0,0
mast cell,droplet,Marrow,3,0
mast cell,droplet,Marrow,4,0
mast cell,droplet,Marrow,8,0
mast cell,droplet,Marrow,9,0
mast cell,droplet,Marrow,12,0
mast cell,droplet,Marrow,13,0
mast cell,droplet,Marrow,15,0
mast cell,droplet,Marrow,18,0
mast cell,droplet,Marrow,19,0
mast cell,droplet,Marrow,20,0
mast cell,droplet,Marrow,21,0
mast cell,droplet,Marrow,25,0
mast cell,droplet,Marrow,28,0
mast cell,droplet,Marrow,32,0
mast cell,droplet,Marrow,33,0
mast cell,droplet,Marrow,36,0
mast cell,droplet,Marrow,38,0
mast cell,droplet,Marrow,39,0
mast cell,droplet,Marrow,42,0
mast cell,droplet,Marrow,44,0
mast cell,droplet,Marrow,49,0
mast cell,droplet,Marrow,50,0
mast cell,droplet,Marrow,53,0
mast cell,droplet,Marrow,56,0
mast cell,droplet,Spleen,0,0
mast cell,droplet,Spleen,3,0
mast cell,droplet,Spleen,4,0
mast cell,droplet,Spleen,8,0
mast cell,droplet,Spleen,9,0
mast cell,droplet,Spleen,12,0
mast cell,droplet,Spleen,13,0
mast cell,droplet,Spleen,15,0
mast cell,droplet,Spleen,18,0
mast cell,droplet,Spleen,19,0
mast cell,droplet,Spleen,20,0
mast cell,droplet,Spleen,21,0
mast cell,droplet,Spleen,25,0
mast cell,droplet,Spleen,28,0
mast cell,droplet,Spleen,32,0
mast cell,droplet,Spleen,33,0
mast cell,droplet,Spleen,36,0
mast cell,droplet,Spleen,38,0
mast cell,droplet,Spleen,39,0
mast cell,droplet,Spleen,42,0
mast cell,droplet,Spleen,44,0
mast cell,droplet,Spleen,49,0
mast cell,droplet,Spleen,50,0
mast cell,droplet,Spleen,53,0
mast cell,droplet,Spleen,56,0
mast cell,droplet,Thymus,0,0
mast cell,droplet,Thymus,3,0
mast cell,droplet,Thymus,4,0
mast cell,droplet,Thymus,8,0
mast cell,droplet,Thymus,9,0
mast cell,droplet,Thymus,12,0
mast cell,droplet,Thymus,13,0
mast cell,droplet,Thymus,15,0
mast cell,droplet,Thymus,18,0
mast cell,droplet,Thymus,19,0
mast cell,droplet,Thymus,20,0
mast cell,droplet,Thymus,21,0
mast cell,droplet,Thymus,25,0
mast cell,droplet,Thymus,28,0
mast cell,droplet,Thymus,32,0
mast cell,droplet,Thymus,33,0
mast cell,droplet,Thymus,36,0
mast cell,droplet,Thymus,38,0
mast cell,droplet,Thymus,39,0
mast cell,droplet,Thymus,42,0
mast cell,droplet,Thymus,44,0
mast cell,droplet,Thymus,49,0
mast cell,droplet,Thymus,50,0
mast cell,droplet,Thymus,53,0
mast cell,droplet,Thymus,56,0
